#Digilent WaveForms Network Analyzer - Bode,,,,,,,,
#Device Name: Discovery2,,,,,,,,
#Serial Number: SN:210321AE0290,,,,,,,,
#Date Time: 2024-09-24 09:51:49.981,,,,,,,,
#Start: 46724.1 Hz,,,,,,,,
#Stop: 50811 Hz,,,,,,,,
#Steps: 300,,,,,,,,
#Wavegen: Wavegen C1,,,,,,,,
#Amplification: 1 X,,,,,,,,
#Settle: 10 ms,,,,,,,,
#MinPeriods: 16 ,,,,,,,,
#Channel: Channel 1,,,,,,,,
#Range: 5.5106 V,,,,,,,,
#Offset: -7.84228e-05 V,,,,,,,,
#Relative: no,,,,,,,,
#Channel: Channel 2,,,,,,,,
#Range: 5.48754 V,,,,,,,,
#Offset: -8.00442e-05 V,,,,,,,,
#Relative: yes,,,,,,,,
,,,,,,,,
Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg),,,,,
47224.66324427893,0.076368298,-27.43494403,78.73211347705822,,,,,
47237.90909,0.075326288,-27.36333611,78.47170518897032,,,,,
47251.15865238881,0.075049874,-27.30590849,78.34407214770573,,,,,
47264.41193039315,0.076673025,-27.23795492,78.28926092326169,,,,,
47277.66892575348,0.074365275,-27.18283343,78.01004084949534,,,,,
47290.92963951247,0.074255736,-27.12524159,77.94822784704169,,,,,
47304.19407271308,0.074090379,-27.07584935,77.80155519886965,,,,,
47317.46222639856,0.073985613,-27.00455698,77.48278641194861,,,,,
47330.73410161244,0.074230087,-26.93220081,77.33657907106146,,,,,
47344.00969939858,0.073691261,-26.88231477,77.25996078292944,,,,,
47357.28902080109,0.072929457,-26.81443135,77.07595308702298,,,,,
47370.57207,0.073403721,-26.76125199,76.80667253701385,,,,,
47383.85883863322,0.072030058,-26.68293246,76.74832381042273,,,,,
47397.14933715256,0.072039364,-26.61555002,76.46831675193852,,,,,
47410.44356346771,0.073429763,-26.55961705,76.35989330537387,,,,,
47423.74151862429,0.070633433,-26.48140649,76.05116549862278,,,,,
47437.04320366815,0.069656126,-26.40842292,75.92401563493868,,,,,
47450.34861964551,0.070538769,-26.36482513,75.76018706117992,,,,,
47463.65776760282,0.070672446,-26.30875417,75.60839434075763,,,,,
47476.97064858684,0.068616082,-26.23859261,75.44345448963055,,,,,
47490.28726364466,0.0686088,-26.16400795,75.10483187977958,,,,,
47503.60761382361,0.067043843,-26.09845035,75.02285629635028,,,,,
47516.93170017134,0.067883794,-26.02979955,74.72239658708384,,,,,
47530.25952,0.065702627,-25.96900226,74.52421892325606,,,,,
47543.59108556523,0.065664163,-25.89369455,74.42505156,,,,,
47556.92638670815,0.065755066,-25.81832909,74.15051161352153,,,,,
47570.26542821338,0.065486555,-25.74078663,73.99312099828803,,,,,
47583.60821113006,0.063010758,-25.67130546,73.7343994,,,,,
47596.95473650758,0.062215591,-25.61659305,73.50951229979407,,,,,
47610.30500539566,0.0620026,-25.54748149,73.19787436596968,,,,,
47623.65902,0.064572718,-25.48578504,73.00137267483836,,,,,
47637.01677790379,0.065160432,-25.41684434,72.77429614,,,,,
47650.37828362473,0.0649984,-25.34507265,72.46984900487656,,,,,
47663.74353705799,0.067303253,-25.26555669,72.38165689432387,,,,,
47677.11253925477,0.06768223,-25.19846374,72.13170878991353,,,,,
47690.48529126653,0.068062627,-25.13266649,71.73004459113591,,,,,
47703.86179414504,0.067464004,-25.05589226,71.47527045372117,,,,,
47717.24204894237,0.068307286,-24.9739594,71.30025270997587,,,,,
47730.62605671089,0.068910951,-24.90223772,71.02544491354813,,,,,
47744.01381850324,0.070416298,-24.83636817,70.68085497301347,,,,,
47757.40533537236,0.07151448,-24.74616823,70.44876188739137,,,,,
47770.80060837153,0.070581777,-24.68223099,70.25568152808303,,,,,
47784.19963855427,0.071057418,-24.60451229,69.94767115994887,,,,,
47797.60243,0.07066242,-24.53060719,69.66308802,,,,,
47811.00897468608,0.072463662,-24.45604979,69.30949602483163,,,,,
47824.41928274373,0.073057686,-24.36960687,69.03178411470131,,,,,
47837.83335220207,0.072739233,-24.29336498,68.73212535409704,,,,,
47851.25118411612,0.075431491,-24.21047301,68.37963972118779,,,,,
47864.67277954119,0.073728525,-24.14478223,67.93105901615888,,,,,
47878.09813953291,0.073923604,-24.05202844,67.78538424809054,,,,,
47891.52726514716,0.075263724,-23.98380141,67.38570710234266,,,,,
47904.96015744017,0.075519965,-23.8936029,66.99198138796656,,,,,
47918.39681746842,0.0759915,-23.81743764,66.66126999904947,,,,,
47931.83724628872,0.074973993,-23.73591202,66.30167013990251,,,,,
47945.28144495815,0.076908362,-23.65894546,66.01034585136662,,,,,
47958.72941453411,0.077261983,-23.57276117,65.65113201506443,,,,,
47972.18115607429,0.076270671,-23.47989914,65.20437390313506,,,,,
47985.63667063665,0.074992154,-23.41019393,64.92170054430811,,,,,
47999.09595927948,0.077648203,-23.32278964,64.46556896543323,,,,,
48012.55902306137,0.077710124,-23.24059286,64.11547457,,,,,
48026.02586304118,0.078096767,-23.16075905,63.68661344,,,,,
48039.49648027808,0.077932135,-23.07736042,63.24276182571521,,,,,
48052.97087583153,0.07819177,-22.98670928,62.86177540078956,,,,,
48066.44905076131,0.078577817,-22.9018907,62.38469510525778,,,,,
48079.93100612747,0.077384502,-22.81637284,62.02525207501886,,,,,
48093.41674299038,0.077974247,-22.73034198,61.54541554596286,,,,,
48106.90626241068,0.079135603,-22.65180686,60.99474579355852,,,,,
48120.39956544934,0.077426884,-22.56049376,60.54345146129111,,,,,
48133.89665,0.078516307,-22.47247166,60.14858682560847,,,,,
48147.39752662701,0.077919358,-22.38067131,59.62038536786841,,,,,
48160.90218688941,0.078654502,-22.31107175,59.12822252819063,,,,,
48174.41063501697,0.078888945,-22.22337418,58.71922297423565,,,,,
48187.92287,0.080597895,-22.12309156,58.17896632115676,,,,,
48201.43889911756,0.080722272,-22.04455955,57.59326342371774,,,,,
48214.95871721639,0.079106281,-21.96575047,57.12035314717154,,,,,
48228.48232743191,0.078420952,-21.87459947,56.54755156909705,,,,,
48242.00973082778,0.0799068,-21.78346102,55.92214236811161,,,,,
48255.54093,0.079388928,-21.6902065,55.43444423,,,,,
48269.07592141653,0.079925906,-21.60778869,54.77445212923622,,,,,
48282.61471073819,0.079128284,-21.51854002,54.25399965180293,,,,,
48296.1573,0.080247291,-21.43554818,53.60451115800966,,,,,
48309.70368276021,0.079460865,-21.34156864,53.01331210604214,,,,,
48323.25386759112,0.078859674,-21.2524994,52.35360475726594,,,,,
48336.80785305617,0.08050563,-21.17296287,51.71078056191682,,,,,
48350.36564022138,0.078555347,-21.08129497,51.11242336425022,,,,,
48363.92723015307,0.078914041,-21.00084938,50.38246797864906,,,,,
48377.49262391787,0.080149065,-20.89888692,49.68402623319923,,,,,
48391.06182258271,0.079616541,-20.82309061,49.02101252586282,,,,,
48404.63482721477,0.07954435,-20.73784374,48.30086372,,,,,
48418.21163888161,0.078760287,-20.64685378,47.62044424841018,,,,,
48431.79225865104,0.080029074,-20.57368656,46.88654325630853,,,,,
48445.37668759118,0.078510773,-20.48547798,46.08682969009071,,,,,
48458.96492677042,0.079305534,-20.4192813,45.28104271130812,,,,,
48472.55697725751,0.078755155,-20.32341134,44.53924352,,,,,
48486.15284012146,0.080159954,-20.2374831,43.73376506034988,,,,,
48499.75251643159,0.081356777,-20.16628794,42.93923655871862,,,,,
48513.35600725751,0.080309751,-20.08575435,42.11666803633995,,,,,
48526.96331366913,0.078308141,-20.00732578,41.25901458539258,,,,,
48540.57443673669,0.080640562,-19.94390822,40.40539962020989,,,,,
48554.18937753069,0.078904654,-19.84448048,39.51827494,,,,,
48567.80813712196,0.079446357,-19.77643712,38.65545405637931,,,,,
48581.43072,0.078359979,-19.70587328,37.72809754534202,,,,,
48595.05711698105,0.079051466,-19.63610848,36.86176200042618,,,,,
48608.68733939201,0.078744338,-19.57456853,35.85563324039056,,,,,
48622.32138488652,0.079623467,-19.50679234,34.93617091,,,,,
48635.95925453689,0.079342353,-19.44334964,33.93909514172128,,,,,
48649.60094941573,0.078564496,-19.37052376,32.93899303387192,,,,,
48663.24647059599,0.078940391,-19.30728564,31.98539795315455,,,,,
48676.89581915086,0.080291347,-19.25542162,30.95536994,,,,,
48690.549,0.07779322,-19.19496787,29.98441494309811,,,,,
48704.206,0.079230299,-19.14244412,28.94003032142329,,,,,
48717.86683980001,0.079763275,-19.09249178,27.86863530397306,,,,,
48731.53150859165,0.079010653,-19.0419932,26.82834482952592,,,,,
48745.20001012854,0.079057858,-18.9911376,25.74691495760669,,,,,
48758.87234548574,0.080175409,-18.94964395,24.71049722585316,,,,,
48772.54851573855,0.079866979,-18.91010609,23.62788396102851,,,,,
48786.22852196261,0.080404872,-18.86593483,22.55574941,,,,,
48799.91236523387,0.081761988,-18.83355454,21.44235591132244,,,,,
48813.60004662855,0.079096885,-18.80447946,20.32963527601059,,,,,
48827.29156722321,0.080818024,-18.77659506,19.20458634668121,,,,,
48840.98692809467,0.080325669,-18.75084658,18.02452764,,,,,
48854.68613032009,0.080659533,-18.7337541,16.97925854800968,,,,,
48868.38917,0.078270538,-18.71862697,15.77971446104476,,,,,
48882.09606314285,0.079218657,-18.69296981,14.65844942696461,,,,,
48895.8068,0.078760434,-18.68604544,13.53672852173393,,,,,
48909.52137,0.079632404,-18.67964035,12.38223613694792,,,,,
48923.23979947758,0.078379427,-18.66821736,11.20025912504906,,,-21.67871736,,35.64626452
48936.96207246364,0.07847882,-18.67357662,10.08703382602844,,,,,
48950.68819,0.079509423,-18.6808009,8.947026202887059,,,,,
48964.41816622255,0.08106665,-18.68310235,7.798449615317395,,,,,
48978.15198915484,0.078928529,-18.68731954,6.619723867419225,,,,,
48991.88966422914,0.079990207,-18.69970558,5.552130065697696,,,,,
49005.63119252593,0.079515253,-18.71954117,4.393491986,,,,,
49019.37657512597,0.080014768,-18.73731085,3.277161019972453,,,,,
49033.12581311036,0.080043856,-18.76457177,2.137312289327689,,,,,
49046.87890756045,0.078965432,-18.7905254,1.027321496289545,,,,,
49060.63585955794,0.080195171,-18.81970455,-0.070495369,,,,,
49074.39667018483,0.079378562,-18.8527519,-1.149052973,,,,,
49088.16134052339,0.080229363,-18.8824943,-2.274785469,,,,,
49101.92987165621,0.081150896,-18.92542554,-3.360341197,,,,,
49115.70226466621,0.078789205,-18.95998003,-4.409071554,,,,,
49129.47852063658,0.081099966,-19.00394554,-5.455469038,,,,,
49143.25864065083,0.081097585,-19.05856518,-6.512262133,,,,,
49157.04262579275,0.080962693,-19.10483201,-7.545841416,,,,,
49170.83047714648,0.079557878,-19.15509492,-8.567549868,,,,,
49184.62219579643,0.078403782,-19.20904171,-9.566226257,,,,,
49198.41778282732,0.078463972,-19.26653942,-10.57948367,,,,,
49212.21723932416,0.080304766,-19.3208842,-11.57934934,,,,,
49226.02057,0.081298134,-19.38299675,-12.54001977,,,,,
49239.82776505737,0.082075875,-19.44369374,-13.48221882,,,,,
49253.63883646531,0.081504169,-19.51238138,-14.42867128,,,,,
49267.45378168236,0.080970433,-19.57869809,-15.35146342,,,,,
49281.27260179507,0.080000334,-19.63958152,-16.25768993,,,,,
49295.09529789029,0.079926286,-19.7161843,-17.18493514,,,,,
49308.92187105518,0.081038021,-19.78224659,-18.04760213,,,,,
49322.75232237721,0.081385384,-19.8603034,-18.92461372,,,,,
49336.58665294413,0.079769842,-19.93366216,-19.7074318,,,,,
49350.42486384403,0.081376232,-20.00030493,-20.58721313,,,,,
49364.26695616529,0.078621186,-20.07808769,-21.49276732,,,,,
49378.11293099658,0.079441849,-20.14987255,-22.18455362,,,,,
49391.96279,0.081528848,-20.23776574,-23.07180379,,,,,
49405.81653254553,0.080084549,-20.31734934,-23.77754814,,,,,
49419.67416144209,0.0811367,-20.38939501,-24.61387421,,,,,
49433.53567720646,0.080508085,-20.47425559,-25.34131934,,,,,
49447.40108092888,0.080818141,-20.56002818,-26.1325053,,,,,
49461.27037369985,0.081609797,-20.63329124,-26.80016077,,,,,
49475.14355661019,0.08075502,-20.71809901,-27.51595971,,,,,
49489.02063075104,0.081587174,-20.80682519,-28.21626959,,,,,
49502.90159721383,0.081278536,-20.89011346,-28.92417283,,,,,
49516.78646,0.080669714,-20.9767468,-29.58849597,,,,,
49530.67521147249,0.081016532,-21.05060759,-30.21673965,,,,,
49544.56786145276,0.080553752,-21.14653933,-30.87389343,,,,,
49558.46440812379,0.079243369,-21.22176333,-31.48697498,,,,,
49572.36485,0.082193604,-21.30519359,-32.18197378,,,,,
49586.26919591021,0.080260802,-21.40108314,-32.73561074,,,,,
49600.17743921247,0.080843121,-21.48169906,-33.39628184,,,,,
49614.08958357918,0.080975851,-21.57201711,-33.97860633,,,,,
49628.00563010453,0.082485922,-21.6631098,-34.50577426,,,,,
49641.92557988301,0.080864675,-21.74422421,-35.08542449,,,,,
49655.84943400945,0.080263867,-21.82581076,-35.59380899,,,,,
49669.77719357894,0.080070247,-21.91119808,-36.16532725,,,,,
49683.70885968691,0.078556567,-22.00079086,-36.71212159,,,,,
49697.64443342909,0.080401351,-22.08263032,-37.25707497,,,,,
49711.58391590152,0.080041683,-22.16324282,-37.69045577,,,,,
49725.52730820054,0.079091626,-22.25228759,-38.21564733,,,,,
49739.47461142279,0.079963688,-22.33757327,-38.73604266,,,,,
49753.42582666524,0.080906921,-22.42378482,-39.17153246,,,,,
49767.38095502516,0.080563042,-22.51783828,-39.66721207,,,,,
49781.33999760012,0.079691762,-22.59318938,-40.26687545,,,,,
49795.30295548799,0.080172239,-22.67872541,-40.57786024,,,,,
49809.26982978697,0.079823163,-22.75531753,-41.01884623,,,,,
49823.24062159556,0.078138364,-22.84368001,-41.51511364,,,,,
49837.21533201257,0.079567733,-22.92063383,-41.91670707,,,,,
49851.19396213709,0.078590595,-23.00443978,-42.29540348,,,,,
49865.17651306857,0.078071616,-23.08813708,-42.8393661,,,,,
49879.16298590672,0.079046414,-23.16104715,-43.1364229,,,,,
49893.15338175159,0.077649632,-23.25963101,-43.55190748,,,,,
49907.14770170354,0.079531141,-23.33302134,-43.88024184,,,,,
49921.14594686319,0.077755125,-23.42305509,-44.2695318,,,,,
49935.14811833154,0.078146806,-23.50445585,-44.69295858,,,,,
49949.15421720984,0.0776296,-23.57868045,-45.02419609,,,,,
49963.16424459969,0.077132257,-23.67316547,-45.35962914,,,,,
49977.17820160298,0.07612224,-23.73795248,-45.76484769,,,,,
49991.19609,0.077549008,-23.83204557,-46.03424084,,,,,
50005.21790885897,0.077398034,-23.9083843,-46.33329757,,,,,
50019.24366,0.07606466,-23.97446826,-46.77824452,,,,,
50033.27334779911,0.074416756,-24.05836258,-47.06138457,,,,,
50047.30696940877,0.073878748,-24.14250346,-47.4199754,,,,,
50061.34453,0.074541765,-24.20683743,-47.67792095,,,,,
50075.38602242597,0.076992948,-24.27926282,-48.06531405,,,,,
50089.43145604193,0.073708072,-24.36633899,-48.42543179,,,,,
50103.48082920228,0.074723168,-24.44434767,-48.69194026,,,,,
50117.53414301199,0.074500458,-24.52467013,-48.9747624,,,,,
50131.59139857635,0.073439288,-24.59318005,-49.20724055,,,,,
50145.65259700099,0.072934371,-24.67157378,-49.56438487,,,,,
50159.71774,0.072485125,-24.74543145,-49.78486457,,,,,
50173.78682685503,0.072269017,-24.81461943,-50.20667095,,,,,
50187.85986,0.071118609,-24.90549852,-50.40034661,,,,,
50201.93684142517,0.071996505,-24.96919159,-50.58323202,,,,,
50216.01777074608,0.071196682,-25.05232774,-50.91259477,,,,,
50230.10264956741,0.069788472,-25.11621748,-51.1816422,,,,,
50244.19147899694,0.068509977,-25.17055561,-51.38584744,,,,,
50258.28426014275,0.068745385,-25.25994143,-51.70570518,,,,,
50272.38099411325,0.070126801,-25.31774002,-51.77700386,,,,,
50286.48168201715,0.068008348,-25.39293848,-52.13415421,,,,,
50300.58632496346,0.068004034,-25.46850324,-52.38898031,,,,,
50314.69492406153,0.066260787,-25.52915213,-52.65723441,,,,,
50328.80748,0.065738519,-25.60956942,-52.8973273,,,,,
50342.92399515182,0.064483092,-25.66287054,-53.08817259,,,,,
50357.04446936426,0.065297991,-25.73280577,-53.31515881,,,,,
50371.16890416889,0.065653865,-25.80691976,-53.50982076,,,,,
50385.29730067661,0.067431568,-25.89415498,-53.69492776,,,,,
50399.42965999863,0.066297986,-25.92895261,-53.80480253,,,,,
50413.56598324644,0.067340358,-26.00490921,-54.15852648,,,,,
50427.70627153188,0.068314773,-26.08374837,-54.32541928,,,,,
50441.85052596709,0.070485466,-26.13657067,-54.58745753,,,,,
50455.99875,0.068827834,-26.18952806,-54.72406892,,,,,
50470.15093773689,0.068752482,-26.26784987,-55.08532562,,,,,
50484.30709729733,0.071368426,-26.32433986,-55.0924664,,,,,
50498.46722745919,0.070711961,-26.39361079,-55.32237598,,,,,
50512.63132933618,0.070328844,-26.46639102,-55.47471639,,,,,
50526.79940404231,0.072596293,-26.53468622,-55.68370227,,,,,
50540.97145269191,0.072085512,-26.59968225,-55.93139209,,,,,
50555.14747639959,0.073519873,-26.66539093,-56.12422723,,,,,
50569.32747628031,0.072408056,-26.71384943,-56.12797041,,,,,
50583.51145344933,0.072880074,-26.7738099,-56.40075619,,,,,
50597.69940902224,0.075011525,-26.84449634,-56.55803741,,,,,
50611.89134411489,0.074701506,-26.90217583,-56.7605909,,,,,
50626.08725984351,0.075275451,-26.9594886,-57.03064305,,,,,
50640.28715732459,0.075355964,-27.01720796,-57.05218086,,,,,
50654.49103767498,0.074391874,-27.08990438,-57.15551062,,,,,
50668.69890201179,0.075532538,-27.15078991,-57.44365325,,,,,
50682.91075145249,0.076872763,-27.19635084,-57.55419824,,,,,
50697.12658711484,0.078426271,-27.28324986,-57.72545146,,,,,
50711.34641011692,0.078085424,-27.31952823,-57.91536856,,,,,
50725.57022157712,0.077738946,-27.39576311,-58.01428819,,,,,
50739.79802261414,0.076800414,-27.45759474,-58.00799716,,,,,
50754.02981434701,0.080127727,-27.5054286,-58.36609543,,,,,
50768.26559789505,0.078770224,-27.56632913,-58.49038933,,,,,
50782.50537437793,0.078914316,-27.62494413,-58.64076115,,,,,
50796.74914491559,0.080003605,-27.6992762,-58.69435816,,,,,
50810.99691062832,0.07811385,-27.73603702,-58.67822002,,,,,
